カテゴリ,難易度,問題文,選択肢１,選択肢２,選択肢３,選択肢４,正解番号,解説,関連交通ルール
การใช้หูฟัง,ซูพีเรียร์,คําอธิบายที่เหมาะสมที่สุดเกี่ยวกับการจัดการการนํากระดูกและหูฟังแบบเปิดหูคืออะไร?,ห้ามนํากระดูกและการละเมิดหูเปิดเสมอ,การนํากระดูกถูกกฎหมายเสมอ,การประกันภัยปีเปิดนั้นถูกกฎหมายเสมอ,การตัดสินของแต่ละบุคคลจะพิจารณาจากประสิทธิภาพ ระดับเสียง และวิธีการได้ยินเสียงรอบข้าง,4,ตามคําสั่งของสํานักงานตํารวจแห่งชาติ แบบจําลองการนํากระดูกและแบบเปิดหูไม่ได้ถูกตัดสินอย่างสม่ําเสมอโดยพิจารณาจากรูปลักษณ์เพียงอย่างเดียว แต่เป็นรายบุคคลโดยพิจารณาจากประสิทธิภาพและระดับเสียง ทําให้เป็นพื้นที่สีเทา,เว็บไซต์พอร์ทัลจักรยานของสํานักงานตํารวจแห่งชาติ ประกาศของสํานักงานตํารวจแห่งชาติ: การรักษาการนํากระดูกและประเภทปีเปิด
แสงสว่างและแสงสว่าง,ระดับเริ่มต้น,ข้อความใดต่อไปนี้เกี่ยวกับการปั่นจักรยานในเวลากลางคืนที่ถูกต้อง,ต้องเปิดไฟในเวลากลางคืน,หากมีไฟถนนก็สามารถทิ้งไว้โดยไม่มีไฟได้,หากคุณมีวัสดุสะท้อนแสง คุณไม่จําเป็นต้องใช้แสง,ไม่ต้องใช้ไฟขณะขับรถบนทางเท้า,1,ในเวลากลางคืนต้องเปิดไฟ ไม่สําคัญว่าจะมีไฟถนนหรือทางเท้าอยู่บนถนน,เว็บไซต์พอร์ทัลจักรยานของกรมตํารวจนครบาล กฎจราจรจักรยานของกรมตํารวจนครบาล: เปิดไฟในเวลากลางคืน
การจําแนกประเภทผิดทางและการจราจร,ระดับเริ่มต้น,การละเมิดประเภทใดที่ใกล้เคียงกับการขี่จักรยานผิดทางมากที่สุด,การละเมิดขอบเขตการจราจร,ทางเข้าทางข้ามทางรถไฟ Barrier,เพิกเฉยต่อสัญญาณไฟจราจร,ไม่มีไฟหรือไฟ,1,การขับรถทางด้านขวาของถนน หรือที่เรียกกันทั่วไปว่าการขับขี่ผิดทาง ถือได้ว่าเป็นการละเมิดขอบเขตการจราจร,เกี่ยวกับการปราบปรามเว็บไซต์พอร์ทัลจักรยาน การละเมิดขอบเขตการจราจร การขับรถชิดขวาหรือบนทางเท้าอาจถูกตั๋วสีน้ําเงินในกรณีที่มีพฤติกรรมที่เป็นอันตรายหรือเป็นอันตราย
จักรยานยนต์ถีบ,ซูพีเรียร์,"ข้อความใดต่อไปนี้เกี่ยวกับผลิตภัณฑ์ที่เรียกว่า ""จักรยานไฟฟ้า"" ที่ไม่เป็นไปตามมาตรฐานที่ถูกต้อง",จัดเป็นจักรยานทั่วไป ฯลฯ และอาจต้องใช้ใบอนุญาต หมวกกันน็อค ป้ายทะเบียน ฯลฯ,สามารถขับรถบนทางเท้าได้เสมอ,หากคุณอายุต่ํากว่า 13 ปี คุณสามารถขับรถได้อย่างอิสระ,ปฏิบัติเหมือนจักรยาน ไม่ต้องใช้ใบอนุญาตหรือป้ายทะเบียน,1,ตามเอกสารของสํานักงานตํารวจแห่งชาติ ผลิตภัณฑ์ที่ไม่เป็นไปตามมาตรฐานจัดเป็นจักรยานทั่วไป และอาจต้องใช้ใบอนุญาต หมวกกันน็อค ป้ายทะเบียน และสิ่งของที่จําเป็นอื่นๆ,เว็บไซต์พอร์ทัลจักรยานของสํานักงานตํารวจแห่งชาติ เอกสารที่ตีพิมพ์ของสํานักงานตํารวจแห่งชาติ: ความแตกต่างจากจักรยานไฟฟ้า
ขณะใช้สมาร์ทโฟนของฉัน,ระดับเริ่มต้น,ข้อใดต่อไปนี้เป็นบทลงโทษที่ถูกต้องสําหรับ 'การใช้โทรศัพท์มือถือ ฯลฯ (การครอบครอง)' บนจักรยาน,"12,000 เยน","5,000 เยน","6,000 เยน","15,000 เยน",1,"ตามรายการการละเมิดของกรมตํารวจนครบาล ค่าปรับสําหรับการใช้ (หรือครอบครอง) โทรศัพท์มือถือในยานพาหนะขนาดเล็กคือ 12,000 เยน",เว็บไซต์พอร์ทัลจักรยานของกรมตํารวจนครบาล กรมตํารวจนครบาล รายการประพฤติมิชอบ การใช้โทรศัพท์มือถือ ฯลฯ (ครอบครอง)
วิ่งเคียงข้างกัน,ระดับเริ่มต้น,คําอธิบายที่ถูกต้องสําหรับการแปลจักรยานคืออะไร?,ได้รับการยอมรับเสมอ,ห้ามมิให้เล่นผิดกฎหมาย และมีข้อยกเว้นเฉพาะเมื่อมีป้ายอนุญาตคู่ขนานเท่านั้น,อนุญาตเฉพาะบนทางเท้าเท่านั้น,เด็ก ๆ ได้รับการยอมรับว่าเป็นเด็กเสมอ,2,โดยทั่วไปห้ามขี่จักรยานคู่ขนาน เป็นพิเศษ อนุญาตเฉพาะเมื่อมีเครื่องหมายแปลเท่านั้น,เว็บไซต์พอร์ทัลจักรยานของกรมตํารวจนครบาล กฎจราจรจักรยานของกรมตํารวจนครบาลห้ามขี่คู่ขนาน
บทลงโทษและความรับผิดชอบ,ซูพีเรียร์,ข้อใดต่อไปนี้เป็นคําอธิบายที่เหมาะสมที่สุดเกี่ยวกับแนวโน้มล่าสุดของการประกันภัยความรับผิดทางจักรยาน,เทศบาลจํานวนมากขึ้นกําลังส่งเสริมการเป็นสมาชิกและทําให้เป็นภาระผูกพันบังคับหรือความพยายาม,การลงทะเบียนจํากัดเฉพาะนักเรียนมัธยมปลายขึ้นไป,กฎหมายห้ามการเป็นสมาชิกเพิ่มขึ้น,ไม่มีสิ่งที่เรียกว่าประกันจักรยาน,1,รัฐบาลท้องถิ่นหลายแห่งจึงกําหนดให้การประกันภัยจักรยานเป็นภาคบังคับหรือบังคับผ่านกฎหมาย,ระเบียบการบังคับใช้พระราชบัญญัติจราจรทางบก พระราชบัญญัติการปกครองส่วนท้องถิ่นและพระราชบัญญัติส่งเสริมการใช้จักรยาน
ระบบตั๋วสีเขียว,ซูพีเรียร์,ข้อใดต่อไปนี้เป็นตัวอย่างที่เหมาะสมที่สุดของด้านวิธีพิจารณาความอาญาที่มีแนวโน้มที่จะได้รับการจัดการมากกว่าตั๋วสีน้ําเงิน,การละเมิดร้ายแรง เช่น อยู่ภายใต้อิทธิพลหรือขับรถภายใต้อิทธิพล,ขาดไฟเล็กน้อย,ปัญหาการปรับความสูงของอาน,ระฆังที่ไม่ได้ใช้,1,คําอธิบายของระบบอธิบายว่าเมื่อเกิดการละเมิดหรืออุบัติเหตุร้ายแรงผู้ขับขี่ตั๋วสีแดงมักจะอยู่ข้างการดําเนินคดีอาญา,เว็บไซต์พอร์ทัลจักรยานของสํานักงานตํารวจแห่งชาติ การประชาสัมพันธ์ของรัฐบาลออนไลน์: การแยกตั๋วสีน้ําเงินและตั๋วสีแดง
กฎพื้นฐาน,ระดับเริ่มต้น,วิธีการบํารุงรักษาและการตรวจสอบใดต่อไปนี้ที่สอดคล้องกับหลักการของพระราชบัญญัติจราจรทางบก,การขับขี่ด้วยเครื่องเล่นหรือไฟส่องสว่างที่ไม่เป็นไปตามมาตรฐานอาจละเมิดหน้าที่ในการขับขี่อย่างปลอดภัย,ตราบใดที่คุณตรวจสอบไฟก็ไม่มีปัญหา,การตรวจสอบและบํารุงรักษาจําเป็นสําหรับจักรยานเพื่อการพาณิชย์เท่านั้น,แม้ว่าเบรกหรือไฟที่จําเป็นจะไม่ทํางาน คุณก็ยังสามารถขี่จักรยานได้,1,การบํารุงรักษาเบรกและไฟเป็นสิ่งสําคัญสําหรับการขับขี่อย่างปลอดภัย และการบํารุงรักษาที่ไม่ดีอาจส่งผลต่อความรับผิดในกรณีที่เกิดอุบัติเหตุ,พระราชบัญญัติจราจรทางบก พระราชบัญญัติจราจรทางบกมาตรา 63-9 และ 70
การฝึกอบรมคนขับจักรยาน,ระดับเริ่มต้น,วิธีการบํารุงรักษาและการตรวจสอบใดต่อไปนี้ที่สอดคล้องกับหลักการของพระราชบัญญัติจราจรทางบก,เฉพาะผู้ถือใบอนุญาตเท่านั้นที่มีสิทธิ์,การได้รับตั๋วสีน้ําเงินเพียงครั้งเดียวจะเป็นการเรียกคําสั่งซื้อเสมอ,แม้ว่าคุณจะละเมิดเพียงครั้งเดียว คุณก็จะได้รับคําสั่งเสมอ,หากถูกจับได้ว่ากระทําอันตรายสองครั้งขึ้นไปภายในสามปี คุณอาจมีสิทธิ์,4,หากถูกจับได้มากกว่าสองครั้งภายในสามปีสําหรับพฤติกรรมที่เป็นอันตราย คุณอาจถูกสั่งให้เข้าร่วมการฝึกอบรมคนขับจักรยาน,เว็บไซต์พอร์ทัลจักรยานของกรมตํารวจนครบาล ระบบการฝึกอบรมคนขับจักรยาน: ข้อกําหนดสําหรับคําสั่งเข้าร่วม
ระบบตั๋วสีเขียว,ระดับเริ่มต้น,ระบบใดที่นํามาใช้สําหรับจักรยานตั้งแต่วันที่ 1 เมษายน 2026 ถูกต้อง,ระบบใบอนุญาตจักรยาน,ระบบตรวจสอบจักรยาน,ระบบภาษีจักรยาน,ระบบแจ้งการละเมิดกฎหมาย (ตั๋วสีเขียว),4,ตั้งแต่วันที่ 1 เมษายน พ.ศ. 2026 ระบบแจ้งเตือนการละเมิดกฎจราจรที่เรียกว่า 'ตั๋วสีน้ําเงิน' ได้ถูกนํามาใช้สําหรับจักรยานสําหรับการละเมิดกฎจราจรบางอย่าง,เว็บไซต์พอร์ทัลจักรยานของกรมตํารวจนครบาล กรมตํารวจนครบาลพอร์ทัลจักรยานเว็บไซต์ระบบแจ้งเตือนการละเมิดกฎจราจร
การกระทําที่เป็นอันตราย,ระดับเริ่มต้น,ข้อใดต่อไปนี้เป็นภาระผูกพันที่ถูกต้องสําหรับจักรยานในการผ่านทางข้ามทางรถไฟตามมาตรา 33 ของพระราชบัญญัติจราจรทางบก,แม้ว่าสิ่งกีดขวางทางข้ามจะเริ่มปิด คุณก็สามารถผ่านได้อย่างรวดเร็ว,หยุดทันทีก่อนข้ามและดําเนินการต่อหลังจากยืนยันความปลอดภัยแล้วเท่านั้น,ที่ทางข้ามทางรถไฟ คุณไม่ต้องหยุดหากคุณชะลอความเร็ว,เนื่องจากจักรยานเป็นยานพาหนะขนาดเล็ก จึงไม่มีภาระผูกพันที่จะต้องหยุดที่ทางม้าลาย,2,ตามมาตรา 33 ของพระราชบัญญัติจราจรทางบก ยานพาหนะต้องหยุดก่อนที่ทางผ่านที่หยุดไม่ได้และดําเนินการต่อหลังจากยืนยันความปลอดภัยแล้วเท่านั้น,กฎ 5 ข้อสําหรับการใช้จักรยานอย่างปลอดภัย | กรมตํารวจนครบาลโตเกียว พระราชบัญญัติจราจรทางบก มาตรา 33
เลี้ยวขวาและซ้าย,ระดับเริ่มต้น,วิธีใดที่ถูกต้องที่สุดในการเลี้ยวจักรยานให้ถูกต้องตามหลักการ?,เลี้ยวขวาหักศอกเหมือนรถยนต์,ไม่อนุญาตให้เลี้ยวขวา,เลี้ยวขวาเข้าทางเท้า,เลี้ยวขวาสองขั้นตอน,4,โดยหลักการแล้วจักรยานเลี้ยวขวาต้องมีสองขั้นตอน ปฏิบัติตามสัญญาณรถและไปตามขอบด้านนอกของทางแยก,เว็บไซต์พอร์ทัลจักรยานของกรมตํารวจนครบาล กฎจราจรจักรยานของกรมตํารวจนครบาล: วิธีเลี้ยวขวา
กฎพื้นฐาน,ระดับเริ่มต้น,ข้อใดต่อไปนี้ถูกต้องเกี่ยวกับการสวมหมวกนิรภัยสําหรับเด็กและเด็กเล็กบนจักรยานตามมาตรา 63-11 ของพระราชบัญญัติจราจรทางบก,ข้อบังคับการสวมหมวกกันน็อคมีผลบังคับใช้กับผู้ใหญ่เท่านั้น,การสวมหมวกนิรภัยไม่ได้เป็นสิ่งต้องห้ามตามกฎหมายเลย,เด็กและเด็กเล็กต้องสวมหมวกนิรภัย,ผู้ที่รับผิดชอบในการปกป้องเด็กและเด็กเล็กต้องพยายามให้พวกเขาสวมหมวกกันน็อคขี่ม้า,4,มาตรา 63-11 กําหนดให้ผู้ที่รับผิดชอบในการปกป้องเด็กหรือทารกต้องพยายามสวมหมวกกันน็อคเมื่อขี่จักรยาน (หน้าที่ของความพยายาม),กฎ 5 ข้อสําหรับการใช้จักรยานอย่างปลอดภัย | กรมตํารวจนครบาลโตเกียว พระราชบัญญัติจราจรทางบก มาตรา 63-11
กฎพื้นฐาน,ระดับเริ่มต้น,เงื่อนไขที่เหมาะสมที่สุดสําหรับจักรยานธรรมดาในการเดินทางบนทางเท้าคืออะไร?,เป็นการดีเสมอที่จะตรวจสอบเมื่อถนนแออัดและสังเกตได้ยาก,คุณสามารถขี่บนทางเท้าได้ตลอดเวลาในสภาพอากาศเลวร้าย เช่น ในวันที่ฝนตกหรือลมแรง,หากมีคนเดินเท้าน้อย คุณสามารถขี่บนทางเท้าได้อย่างอิสระ,เมื่อได้รับอนุญาตจากป้ายจราจร หรือเมื่อถือว่าเป็นอันตรายสําหรับเด็กหรือผู้อื่นที่จะเดินทางบนถนน หรือเมื่อเป็นไปตามเงื่อนไขที่กฎหมายกําหนด,4,มาตรา 63-4 กําหนดว่าการเดินทางบนทางเท้าอาจได้รับอนุญาตภายใต้เงื่อนไขที่จํากัด เช่น การขอใบอนุญาตตามป้ายจราจรหรือเพื่อความปลอดภัยของเด็กและผู้อื่น,พระราชบัญญัติจราจรทางบก พระราชบัญญัติจราจรทางบก มาตรา 63-4
ทางเดินเท้า,ระดับเริ่มต้น,ข้อใดต่อไปนี้เป็นหลักธรรมพื้นฐานที่ถูกต้องเกี่ยวกับตําแหน่งทางเดินจักรยาน,การจราจรบนท้องถนนเป็นบรรทัดฐานการจราจรบนทางเท้าเป็นข้อยกเว้น,การเข้าถึงทางเท้าเป็นหลักการถนนเป็นข้อยกเว้น,คุณสามารถเลือกระหว่างทางเท้าและถนนรถแล่นได้อย่างอิสระ,อนุญาตให้ใช้เส้นทางจักรยานเท่านั้น,1,จักรยานเป็นยานพาหนะขนาดเล็กและโดยหลักการแล้วจะใช้บนถนน การเข้าถึงทางเท้าจํากัดเฉพาะข้อยกเว้น เช่น เมื่อมีป้ายหรือป้ายที่คล้ายกัน,เว็บไซต์พอร์ทัลจักรยานของกรมตํารวจนครบาล กฎจราจรจักรยานของกรมตํารวจนครบาล: ถนนเป็นหลักการ ทางเท้าเป็นข้อยกเว้น
ทางข้ามทางรถไฟ,ระดับเริ่มต้น,ข้อใดต่อไปนี้เป็นบทลงโทษที่ถูกต้องสําหรับการข้ามจักรยานที่ทางม้าลายที่มีสิ่งกีดขวาง,"9,000 เยน","7,000 เยน","5,000 เยน","6,000 เยน",2,"ตามรายชื่อการกระทําที่ผิดกฎหมายของกรมตํารวจนครบาล การเข้าไปในยานพาหนะขนาดเล็กที่ประตูทางข้ามคือ 7,000 เยน",เว็บไซต์พอร์ทัลจักรยานของกรมตํารวจนครบาล กรมตํารวจนครบาล รายชื่อการละเมิด: การเข้าที่ทางข้ามระดับสิ่งกีดขวาง
กฎพื้นฐาน,ระดับเริ่มต้น,"เงื่อนไขใดต่อไปนี้ที่เหมาะสมที่สุดสําหรับ ""จักรยานธรรมดา"" ภายใต้พระราชบัญญัติจราจรทางบก",รถจักรยานยนต์ที่ขับเคลื่อนด้วยมอเตอร์ไฟฟ้าเพียงอย่างเดียว,ไม่ว่าจักรยานจะมีขนาดเท่าใด ตราบใดที่มีแป้นเหยียบ ก็เป็นจักรยานมาตรฐานทั้งหมด,จักรยานทุกคันที่มีสามล้อขึ้นไปเป็นการหมุนมาตรฐาน,จักรยานที่มีขนาดตัวถังและโครงสร้างเป็นไปตามมาตรฐานของสํานักงานคณะรัฐมนตรี และไม่ลากจูงยานพาหนะอื่น,4,จักรยานธรรมดาหมายถึงจักรยานที่มีขนาดตัวถังและโครงสร้างตรงตามมาตรฐานและไม่ได้ลากจูงยานพาหนะอื่น,พระราชบัญญัติจราจรทางบก พระราชบัญญัติจราจรทางบก มาตรา 2
กฎพื้นฐาน,ระดับเริ่มต้น,ตามมาตรา 43 ของพระราชบัญญัติจราจรทางบก ข้อใดต่อไปนี้เป็นพฤติกรรมที่ถูกต้องสําหรับจักรยานที่สี่แยกที่มีป้าย 'หยุด',ถ้าขับช้าก็ไม่ต้องหยุด,หากคุณเดินทางบนทางเท้าก็ไม่จําเป็นต้องหยุด,หากไม่มีรถคันอื่นก็สามารถผ่านได้โดยไม่ต้องหยุด,หยุดชั่วครู่ก่อนเส้นหยุดหรือก่อนถึงสี่แยก ยืนยันความปลอดภัยก่อนดําเนินการต่อ,4,มาตรา 43 ของพระราชบัญญัติจราจรทางบกกําหนดว่าในสถานที่ที่มีป้าย 'หยุด' ยานพาหนะต้องหยุดชั่วครู่ก่อนเส้นหยุดและไม่กีดขวางความก้าวหน้าของยานพาหนะที่ผ่านทางแยก,กฎ 5 ข้อสําหรับการใช้จักรยานอย่างปลอดภัย | กรมตํารวจนครบาลโตเกียว พระราชบัญญัติจราจรทางบก มาตรา 43
การกระทําที่เป็นอันตราย,ระดับเริ่มต้น,วิธีที่ถูกต้องสําหรับจักรยานธรรมดาในการเดินทางบนทางเท้าคืออะไร?,ขับรถเร็วขึ้นเล็กน้อยใกล้กึ่งกลางทางเท้า,จากกึ่งกลางทางเท้าเข้าสู่ถนน (หากมีส่วนที่กําหนดไว้สําหรับจักรยานทั่วไป) ให้ชะลอความเร็วและหยุดชั่วคราวหากกีดขวางทางเดินเท้า,คุณสามารถเดินได้อย่างอิสระที่ส่วนใดก็ได้ของทางเท้าตราบใดที่คุณเดินช้าๆ,กดกริ่งเพื่อกันคนเดินเท้าขณะเดินผ่าน,2,ตามมาตรา 63-4 เมื่อข้ามทางเท้า ผู้ขับขี่ต้องชะลอความเร็วจากกึ่งกลางทางเท้าไปยังถนนและหยุดชั่วคราวหากกีดขวางคนเดินเท้า,พระราชบัญญัติจราจรทางบก พระราชบัญญัติจราจรทางบก มาตรา 63-4
กฎพื้นฐาน,ระดับเริ่มต้น,ข้อใดต่อไปนี้ถูกต้องเกี่ยวกับการเชื่อฟังสัญญาณเมื่อผ่านทางแยกด้วยจักรยาน,จักรยานไม่จําเป็นต้องปฏิบัติตามป้ายสัญญาณจราจร,จักรยานสามารถวิ่งได้แม้ไฟแดงเมื่อมีการจราจรเบา,จักรยานปฏิบัติตามสัญญาณยานพาหนะเป็นยานพาหนะ และหากมีสัญญาณสําหรับคนเดินเท้าหรือจักรยานเท่านั้น,จักรยานถือเป็นคนเดินเท้า ดังนั้นทุกคนจึงปฏิบัติตามสัญญาณคนเดินเท้า,3,จักรยานมีหน้าที่ต้องปฏิบัติตามสัญญาณไฟจราจรในฐานะยานพาหนะ และหากมีสัญญาณสําหรับคนเดินเท้าหรือจักรยานโดยเฉพาะ,กฎ 5 ข้อสําหรับการใช้จักรยานอย่างปลอดภัย | กรมตํารวจนครบาลโตเกียว พระราชบัญญัติจราจรทางบก มาตรา 7
กฎพื้นฐาน,ระดับเริ่มต้น,การผสมผสานของแสงสะท้อนจากวัสดุสะท้อนแสงที่มอบให้กับจักรยานใดถูกต้องตามที่กําหนดไว้ในมาตรา 9-4 ของข้อบังคับการบังคับใช้,สีใดก็ได้,สีแดงเท่านั้น,สีส้มหรือสีแดง,สีขาวหรือสีเหลืองอ่อน,3,"ตามข้อกําหนด สีของแสงสะท้อนจากอุปกรณ์สะท้อนแสงต้องเป็น ""สีส้มหรือสีแดง""",ระเบียบการบังคับใช้พระราชบัญญัติจราจรทางบก ระเบียบการบังคับใช้พระราชบัญญัติจราจรทางบก มาตรา 9-4
สัญญาณ,ระดับเริ่มต้น,ข้อใดต่อไปนี้เป็นบทลงโทษที่ถูกต้องสําหรับการฝ่าไฟแดงของจักรยาน,"5,000 เยน","7,000 เยน","12,000 เยน","6,000 เยน",4,"ตามรายการการกระทําที่ผิดกฎหมาย การวิ่งสัญญาณจักรยานคือ 6,000 เยน การเพิกเฉยต่อสัญญาณกะพริบจะจัดเป็น 5,000 เยน",เว็บไซต์พอร์ทัลจักรยานของกรมตํารวจนครบาล กรมตํารวจนครบาลรายการละเมิดสัญญาณไฟจราจร
กฎพื้นฐาน,ระดับเริ่มต้น,ข้อใดต่อไปนี้เป็นมาตรฐานที่ถูกต้องสําหรับการจราจรทางจักรยานตามมาตรา 18 ของพระราชบัญญัติจราจรทางบก,หากมีทางเท้าก็สามารถใช้งานได้ตลอดเวลา,ตามกฎแล้วให้เดินทางใกล้กลางถนน,ตามกฎแล้วให้ขับรถริมถนนด้านซ้าย,โดยหลักการแล้วให้ขับไปตามขอบถนนด้านขวา,3,โดยทั่วไปแล้วยานพาหนะขนาดเล็ก รวมถึงจักรยาน จะต้องเดินทางทางด้านซ้ายของถนน,พระราชบัญญัติจราจรทางบก พระราชบัญญัติจราจรทางบก มาตรา 18
การกระทําที่เป็นอันตราย,ระดับเริ่มต้น,ข้อใดต่อไปนี้ที่ระบุไว้อย่างชัดเจนในมาตรา 42 ของพระราชบัญญัติจราจรทางบกว่าเป็นสถานที่ที่จักรยานต้องวิ่งช้าๆ (ข้อความที่ตัดตอนมา),ถนนตรงที่มีสองเลนในแต่ละทิศทาง (ทัศนวิสัยที่ดี),ถนนทุกส่วนที่มีเส้นทางจักรยาน,ถนนทุกสายในย่านที่อยู่อาศัย,ทางแยกที่มีทัศนวิสัยไม่ดีทั้งสองด้าน (ไม่มีระยะห่างทางแยก ด้านที่ไม่มีความสําคัญ),4,ตามมาตรา 42 รายการที่ 1 ที่สี่แยกที่ไม่สามารถมองเห็นได้ และในกรณีที่ไม่มีการควบคุมการจราจร,พระราชบัญญัติจราจรทางบก พระราชบัญญัติจราจรทางบก มาตรา 42
การกระทําที่เป็นอันตราย,ระดับเริ่มต้น,ข้อใดต่อไปนี้เป็นภาระผูกพันที่ถูกต้องเกี่ยวกับอุปกรณ์ให้แสงสว่างและสะท้อนแสงเมื่อขี่จักรยานในเวลากลางคืน,หากคุณสวมสายสะพายสะท้อนแสง คุณไม่จําเป็นต้องใช้ไฟจักรยาน,ในเวลากลางคืน ต้องเปิดเฉพาะจักรยานที่มีไฟหน้าและแผ่นสะท้อนแสงด้านหลังหรือไฟท้ายเท่านั้น,ไม่มีข้อบังคับเกี่ยวกับไฟจักรยานในเวลากลางคืน,แม้ในเวลากลางคืนหากมีไฟถนนก็ไม่จําเป็นต้องเปิดไฟ,2,ตามมาตรา 52 และ 63-9 ของพระราชบัญญัติจราจรทางบก ในเวลากลางคืน ห้ามใช้เฉพาะจักรยานที่เปิดไฟหน้าและติดตั้งอุปกรณ์สะท้อนแสงหรือไฟท้ายที่ด้านหลังเท่านั้น,กฎ 5 ข้อสําหรับการใช้จักรยานอย่างปลอดภัย | กรมตํารวจนครบาลโตเกียว พระราชบัญญัติจราจรทางบกมาตรา 52 และ 63-9
หยุดชั่วคราว,ระดับเริ่มต้น,ข้อใดต่อไปนี้เป็นภาระผูกพันที่ถูกต้องสําหรับนักปั่นจักรยานที่สี่แยกที่มีป้ายหยุด,หากไม่มีรถมาก็ไม่จําเป็นต้องหยุด,หากคุณกําลังเดินบนทางเท้าก็ไม่ใช่ปัญหา,หยุดและตรวจสอบความปลอดภัยเสมอ,ขับรถช้าเพียงอย่างเดียวก็เพียงพอแล้ว,3,ในสถานที่ที่มีป้ายหยุดจักรยานต้องหยุดชั่วคราวเพื่อตรวจสอบความปลอดภัย,เว็บไซต์พอร์ทัลจักรยานของกรมตํารวจนครบาล กรมตํารวจนครบาลกฎจราจรจักรยานหยุดชั่วคราว
ผ่านไปด้านข้าง,ระดับเริ่มต้น,ข้อความใดต่อไปนี้เกี่ยวกับกฎการส่งบอลด้านข้างที่มีผลบังคับใช้ในเดือนเมษายน 2026 ที่ถูกต้อง,ใช้ได้กับทางเท้าเท่านั้น,คุณต้องอยู่ห่างออกไปอย่างน้อย 2 เมตรเสมอ,เมื่อมีพื้นที่ไม่เพียงพอ ควรดําเนินการขโมยรถด้วยความเร็วที่ปลอดภัย และควรเข้าใกล้การโจรกรรมจักรยานให้ไกลที่สุด,มีเพียงจักรยานเท่านั้นที่มีภาระผูกพัน,3,ภายใต้กฎการผ่านด้านข้างที่มีผลบังคับใช้ในเดือนเมษายน พ.ศ. 2026 เมื่อมีพื้นที่ไม่เพียงพอ ยานพาหนะและยานพาหนะที่คล้ายคลึงกันจะต้องขับขี่ด้วยความเร็วที่ปลอดภัย และจักรยานและยานพาหนะที่คล้ายคลึงกันจะต้องอยู่ใกล้ขอบด้านซ้ายมากที่สุด,เว็บไซต์พอร์ทัลจักรยานของกรมตํารวจนครบาล พระราชบัญญัติจราจรทางบก มาตรา 18 วรรค 3 และ 4
แสงสว่างและแสงสว่าง,ระดับเริ่มต้น,ข้อใดต่อไปนี้เป็นบทลงโทษที่ถูกต้องสําหรับจักรยานที่ไม่อนุญาตให้ใช้ไฟส่องสว่าง,"7,000 เยน","6,000 เยน","5,000 เยน","12,000 เยน",3,"ตามรายการกิจกรรมที่ผิดกฎหมายของกรมตํารวจนครบาล ค่าธรรมเนียมออฟโรดสําหรับยานพาหนะขนาดเล็กคือ 5,000 เยน",เว็บไซต์พอร์ทัลจักรยานของกรมตํารวจนครบาล กรมตํารวจนครบาลรายการการกระทําที่ผิดกฎหมายไม่มีไฟ
ทางเดินเท้า,ระดับเริ่มต้น,วิธีที่ถูกต้องในการใช้จักรยานเมื่ออนุญาตให้ใช้ทางเท้าคืออะไร?,จักรยานมีความสําคัญมากกว่าคนเดินเท้า,การกดกริ่งอาจทําให้คนเดินเท้าหลีกเลี่ยงได้,เคลื่อนตัวให้เร็วที่สุดผ่านกึ่งกลางทางเท้า,ค่อยๆ ดําเนินการตามลําดับความสําคัญของคนเดินเท้าและหยุดเมื่อมีสิ่งกีดขวาง,4,คนเดินเท้ามีความสําคัญเมื่อใช้ทางเท้า หากไม่มีพื้นที่ทางจักรยานที่กําหนดไว้ ให้ค่อยๆ เดินไปทางถนนและหยุดชั่วคราวหากกีดขวางทางเดินเท้า,เว็บไซต์พอร์ทัลจักรยานของกรมตํารวจนครบาล กฎจราจรจักรยานของกรมตํารวจนครบาล - วิธีใช้ทางเท้า
กฎพื้นฐาน,ระดับเริ่มต้น,ข้อใดต่อไปนี้ใกล้เคียงกับตําแหน่งทางผ่านที่ผิดกฎหมายของจักรยานตามมาตรา 17 และ 18 ของพระราชบัญญัติจราจรทางบกมากที่สุด,ขับรถริมถนนด้านซ้าย,ขับรถไปตามขอบขวาของถนน,ใช้ทางเท้าเป็นกฎทั่วไป และใช้ถนนเมื่อเป็นอันตรายเท่านั้น,เคลื่อนย้ายระหว่างทางเท้าและถนนได้อย่างอิสระตามสถานการณ์,1,โดยทั่วไปแล้วยานพาหนะขนาดเล็ก รวมถึงจักรยาน จะต้องเดินทางทางด้านซ้ายของถนน,กฎ 5 ข้อสําหรับการใช้จักรยานอย่างปลอดภัย | กรมตํารวจนครบาลโตเกียว พระราชบัญญัติจราจรทางบก มาตรา 17 และ 18
